,MONTH,STORECODE,DAY,BILL_ID,BILL_AMT,QTY,VALUE,PRICE,GRP,SGRP,SSGRP,CMP,MBRD,BRD
25393,M3,N7,2,T7341,993.0,1.0,138.0,138.0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE DENTALCREAM,COLGATE DENTALCREAM
25394,M3,N7,2,T7341,993.0,1.0,60.0,60.0,PRE-POST WASH PRODUCTS,LIQUID BLEACHES,LIQUID BLEACHES,HINDUSTAN UNILEVER LIMITED,RIN,RIN
25395,M3,N7,2,T7341,993.0,2.0,34.0,17.0,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,RIN,RIN ADVANCED
25396,M3,N7,2,T7341,993.0,4.0,112.0,28.0,PACKAGED ATTA (1/95),SOOJI,SOOJI,SHRI BHAGAWATI FOODS,UTTAM,UTTAM
25397,M3,N7,2,T7345,507.75,2000.0,238.0,0.12,REFINED EDIBLE OILS-ALL PACKS,RICE BRAN,RICE BRAN,ADANI WILMAR,FORTUNE,FORTUNE
25398,M3,N7,2,T7345,507.75,1.0,18.5,18.5,ALL IODISED SALT,POWDERED SALT,POWDERED SALT,TATA CHEM,TATA,TATA SALT
25399,M3,N7,2,T7345,507.75,14.0,42.0,3.0,SHAMPOO - BY SEGMENTS,SACHETS,SACHETS,PATANJALI AYURVED LTD,PATANJALI,PATANJALI
25400,M3,N7,2,T7345,507.75,1.0,105.0,105.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,TATA GLOBAL BEVERAGES LTD,TATA AGNI,TATA AGNI DUST
25401,M3,N7,2,T7345,507.75,1.0,29.0,29.0,CLEANERS - UTENSIL,TRADITIONAL,BARS,HINDUSTAN UNILEVER LIMITED,VIM,VIM
25402,M3,N7,2,T7345,507.75,1.0,28.75,28.75,BISCUITS - CORE & NON CORE,SALT CRACKER,SALT CRACKER,PARLE PRODS,MONACO,MONACO
25403,M3,N7,2,T7345,507.75,1.0,19.5,19.5,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G,PARLE-G
25404,M3,N7,2,T7345,507.75,1.0,27.0,27.0,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,MARIE GOLD REGULAR
25405,M3,N7,2,T7346,120.0,1.0,120.0,120.0,REFINED EDIBLE OILS-ALL PACKS,SUN FLOWER,SUN FLOWER,ADANI WILMAR,FORTUNE,FORTUNE
25406,M3,N7,2,T7347,46.0,1.0,46.0,46.0,BUTTER MARGR  (4/94),BUTTER,SALTED,G C M M F,AMUL,AMUL
25407,M3,N7,2,T7348,20.0,1.0,20.0,20.0,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,INDO NISSIN,TOP RAMEN,TOP RAMEN CRY SMDLS
25408,M3,N7,2,T7349,685.0,1.0,685.0,685.0,REFINED EDIBLE OILS-ALL PACKS,RICE BRAN,RICE BRAN,ADANI WILMAR,FORTUNE,FORTUNE
25409,M3,N7,2,T7350,115.0,1.0,10.0,10.0,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL GREEN
25410,M3,N7,2,T7350,115.0,1.0,105.0,105.0,REFINED EDIBLE OILS-ALL PACKS,SUN FLOWER,SUN FLOWER,KIRTI AGROVET LTD,KIRTI GOLD,KIRTI GOLD
25411,M3,N7,2,T7352,1569.5,1.0,28.5,28.5,BISCUITS - CORE & NON CORE,CREAM,CREAM,I T C,SUNFEAST DARK FANTASY,SUNFEAST DARK FANTSY CHOCOFILS
25412,M3,N7,2,T7352,1569.5,5.0,115.0,23.0,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,NESTLE INDIA,MAGGI,MAGGI MASALA
25413,M3,N7,2,T7352,1569.5,1.0,28.0,28.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,BRITANNIA BOURBON,BRITANNIA BOURBON
25414,M3,N7,2,T7352,1569.5,1.0,105.0,105.0,COCONUT OIL PKTYP (08/02),BRANDED,RIGID,MARICO INDS,PARACHUTE,PARACHUTE
25415,M3,N7,2,T7352,1569.5,1.0,160.0,160.0,SPICES (03/04),PURE,ASOFOETIDA/HING-PURE MASALA,S NARENDRA KUMAR,EVEREST,EVEREST
25416,M3,N7,2,T7352,1569.5,2.0,390.0,195.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,GIRNAR FOOD & BEVER,GIRNAR,ROYAL CUP
25417,M3,N7,2,T7352,1569.5,2.0,37.0,18.5,ALL IODISED SALT,POWDERED SALT,POWDERED SALT,TATA CHEM,TATA,TATA SALT
25418,M3,N7,2,T7352,1569.5,3.0,51.0,17.0,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,RIN,RIN ADVANCED
25419,M3,N7,2,T7352,1569.5,3.0,105.0,35.0,TOILET SOAPS (04/00),PREMIUM,PREMIUM,KARNATAKA SOAPS,MYSORE SANDAL,MYSORE SANDAL
25420,M3,N7,2,T7352,1569.5,1.0,550.0,550.0,REFINED EDIBLE OILS-ALL PACKS,SUN FLOWER,SUN FLOWER,ADANI WILMAR,FORTUNE,FORTUNE
25421,M3,N7,3,T7353,10.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,I T C,SUNFEAST MOM'S MAGIC,SUNFEAST MOM'S MGC RICH BUTTER
25422,M3,N7,3,T7354,105.0,1.0,105.0,105.0,REFINED EDIBLE OILS-ALL PACKS,SUN FLOWER,SUN FLOWER,KIRTI AGROVET LTD,KIRTI GOLD,KIRTI GOLD
25423,M3,N7,3,T7358,234.0,1.0,30.0,30.0,SPICES (03/04),PURE,TURMERIC/HALDI-PURE SPICES,TATA CHEM,TATA SAMPANN,TATA SAMPANN
25424,M3,N7,3,T7358,234.0,1.0,31.0,31.0,SPICES (03/04),PURE,CORIANDER/DHANI-PURE SPICES,TATA CHEM,TATA SAMPANN,TATA SAMPANN
25425,M3,N7,3,T7358,234.0,1.0,52.0,52.0,SPICES (03/04),BLENDED,GARAM MASALA-BASIC MASALA,S NARENDRA KUMAR,EVEREST,EVEREST
25426,M3,N7,3,T7358,234.0,1.0,16.0,16.0,SAFETY RAZOR BLADES,SAFETY RAZOR BLADES,SAFETY RAZOR BLADES,SUPERMAX PERSONAL CARE,STAINLESS STEEL,SUPERMAX
25427,M3,N7,3,T7358,234.0,1.0,105.0,105.0,REFINED EDIBLE OILS-ALL PACKS,SUN FLOWER,SUN FLOWER,KIRTI AGROVET LTD,KIRTI GOLD,KIRTI GOLD
25428,M3,N7,3,T7361,204.0,2.0,204.0,102.0,REFINED EDIBLE OILS-ALL PACKS,SUN FLOWER,SUN FLOWER,ADANI WILMAR,FORTUNE,FORTUNE
25429,M3,N7,3,T7365,46.0,1.0,46.0,46.0,BUTTER MARGR  (4/94),BUTTER,SALTED,G C M M F,AMUL,AMUL
25430,M3,N7,3,T7367,48.0,1.0,20.0,20.0,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G,PARLE-G
25431,M3,N7,3,T7367,48.0,1.0,28.0,28.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,BRITANNIA BOURBON,BRITANNIA BOURBON
25432,M3,N7,4,T7368,9.75,1.0,9.75,9.75,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,NUTRICHOICE,NUTRICHOICE DIGESTIVE
25433,M3,N7,4,T7371,1262.25,3.0,57.0,19.0,ALL IODISED SALT,POWDERED SALT,POWDERED SALT,TATA CHEM,TATA,TATA SALT
25434,M3,N7,4,T7371,1262.25,1.0,20.0,20.0,PACKAGED ATTA (1/95),MAIDA,MAIDA,SANGHVI FOODS PVT LTD,SILVER COIN,SILVER COIN
25435,M3,N7,4,T7371,1262.25,1.0,80.0,80.0,CLEANERS - TOILET,LIQUIDS,LIQUIDS,RECKITT BENCKISER,HARPIC POWER,HARPIC POWER PLUS
25436,M3,N7,4,T7371,1262.25,1.0,474.0,474.0,PACKAGED PURE GHEE,PACKAGED PURE GHEE,PACKAGED PURE GHEE,PARAG MILK FOODS PVT. LTD.,GOWARDHAN,GOWARDHAN
25437,M3,N7,4,T7371,1262.25,1.0,238.5,238.5,PACKAGED PURE GHEE,PACKAGED PURE GHEE,PACKAGED PURE GHEE,PARAG MILK FOODS PVT. LTD.,GOWARDHAN,GOWARDHAN
25438,M3,N7,4,T7371,1262.25,1.0,29.0,29.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,PARLE PRODS,PARLE HIDE & SEEK,HIDE & SEEK CHOCOLATE CHIP
25439,M3,N7,4,T7371,1262.25,1.0,38.75,38.75,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY CASHEW
25440,M3,N7,4,T7371,1262.25,1.0,135.0,135.0,SPICES (03/04),PURE,ASOFOETIDA/HING-PURE MASALA,S NARENDRA KUMAR,EVEREST,EVEREST
25441,M3,N7,4,T7371,1262.25,1.0,23.0,23.0,CLEANERS - UTENSIL,TRADITIONAL,POWDERS,DABUR,ODOPIC,ODOPIC SUPER SHAKTI
25442,M3,N7,4,T7371,1262.25,2.0,66.0,33.0,CLEANERS - UTENSIL,SPECIALIZED,POWDERS,PITAMBARI PRODS,PITAMBARI,PITAMBARI
25443,M3,N7,4,T7371,1262.25,1.0,18.0,18.0,SCOURING PADS/SCRUBS,SCOURING SPONGE,SCOURING SPONGE,3M INDIA LTD,SCOTCH BRITE,3M SCOTCH BRITE SCRUB SPONGE
25444,M3,N7,4,T7371,1262.25,1.0,20.0,20.0,SCOURING PADS/SCRUBS,STEEL SCRUB,STEEL SCRUB,GALA,GALA,GALA
25445,M3,N7,4,T7371,1262.25,1.0,63.0,63.0,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,MAHILA GRIHA UDYOG,SASA,SASA LIQUID DETERGENT
25446,M3,N7,4,T7373,40.0,1.0,40.0,40.0,CHOCOLATE,MOULDED,MOULDED,MONDELEZ INTERNATIONAL,CADBURY DAIRY MILK,DAIRY MILK BUTTERSCOTCH CRUNCH
25447,M3,N7,4,T7374,1367.5,1.0,33.0,33.0,HAIR OILS PKTP(8/02),RIGID,NSHO,BAJAJ CORP LTD.,BAJAJ ALMOND DROP,BAJAJ ALMOND DROP
25448,M3,N7,4,T7374,1367.5,1.0,130.0,130.0,PACKAGED RICE (1/95),BASMATI RICE,BASMATI RICE,ADANI WILMAR,FORTUNE,FORTUNE BIRYANI SPECIAL
25449,M3,N7,4,T7374,1367.5,2.0,150.0,75.0,TALCUM POWDERS,TALCUM POWDERS,TALCUM POWDERS,HINDUSTAN UNILEVER LIMITED,POND'S,PONDS DREAMFLOWER
25450,M3,N7,4,T7374,1367.5,2.0,252.0,126.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,HINDUSTAN UNILEVER LIMITED,RED LABEL,BROOKE BOND RED LABEL NAT CARE
25451,M3,N7,4,T7374,1367.5,2.0,72.0,36.0,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,PROCTER & GAMBLE,TIDE,TIDE NATURALS
25452,M3,N7,4,T7374,1367.5,1.0,101.0,101.0,COCONUT OIL PKTYP (08/02),BRANDED,RIGID,MARICO INDS,PARACHUTE,PARACHUTE
25453,M3,N7,4,T7374,1367.5,1.0,95.5,95.5,PRE-POST WASH PRODUCTS,STAIN REMOVERS,STAIN REMOVERS,RECKITT BENCKISER,VANISH,VANISH
25454,M3,N7,4,T7374,1367.5,1.0,35.0,35.0,ALL IODISED SALT,POWDERED SALT,POWDERED SALT,TATA CHEM,TATA,TATA SALT LITE
25455,M3,N7,4,T7374,1367.5,8.0,80.0,10.0,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,SURF,SURF EXCEL EASY WASH
25456,M3,N7,4,T7374,1367.5,1.0,210.0,210.0,PRE-POST WASH PRODUCTS,FABRIC SOFTNERS,FABRIC SOFTNERS,HINDUSTAN UNILEVER LIMITED,COMFORT,COMFORTGREEN - ANTIBAC
25457,M3,N7,4,T7374,1367.5,1.0,209.0,209.0,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,SURF,SURF MATIC TOP LOAD LIQUIDS
25458,M3,N7,4,T7377,55.0,1.0,55.0,55.0,KETCHUPS/SAUCES,KETCHUPS/SAUCES,KETCHUPS/SAUCES,HINDUSTAN UNILEVER LIMITED,KISSAN,KISSAN PIZZA & PASTA
25459,M3,N7,5,T7378,160.0,1.0,20.0,20.0,HAIR OILS PKTP(8/02),RIGID,NSHO,BAJAJ CORP LTD.,BAJAJ AMLA,BAJAJ AMLA
25460,M3,N7,5,T7378,160.0,6.0,30.0,5.0,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G,PARLE-G
25461,M3,N7,5,T7378,160.0,1.0,110.0,110.0,REFINED EDIBLE OILS-ALL PACKS,SUN FLOWER,SUN FLOWER,LIBERTY OIL MILLS,SUNDAY,SUNDAY
25462,M3,N7,5,T7380,775.3,11.0,25.3,2.3,SAFETY RAZOR BLADES,SAFETY RAZOR BLADES,SAFETY RAZOR BLADES,GILLETTE INDIA LTD,STAINLESS STEEL,GILLETTE WINNER
25463,M3,N7,5,T7380,775.3,5.0,190.0,38.0,TOILET SOAPS (04/00),PREMIUM,PREMIUM,RECKITT BENCKISER,DETTOL,DETTOL SKINCARE
25464,M3,N7,5,T7380,775.3,1.0,89.0,89.0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE MAX FRESH,COLGATE MAXFRSH SPICY FRSH RED
25465,M3,N7,5,T7380,775.3,1.0,20.0,20.0,PACKAGED ATTA (1/95),MAIDA,MAIDA,SHRI BHAGAWATI FOODS,UTTAM,UTTAM
25466,M3,N7,5,T7380,775.3,1.0,57.0,57.0,VANASPATI CONS PACK (8/94),VANASPATI CONS PACK (8/94),VANASPATI CONS PACK (8/94),RUCHI INFRASTRUCTURE LTD,RUCHI,RUCHI NO-1
25467,M3,N7,5,T7380,775.3,1.0,88.0,88.0,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,SURF,SURF EXCEL QUICK WASH
25468,M3,N7,5,T7380,775.3,3.0,306.0,102.0,REFINED EDIBLE OILS-ALL PACKS,SUN FLOWER,SUN FLOWER,ADANI WILMAR,FORTUNE,FORTUNE
25469,M3,N7,5,T7382,319.5,10.0,170.0,17.0,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,RIN,RIN ADVANCED
25470,M3,N7,5,T7382,319.5,1.0,91.0,91.0,CLEANERS - FLOOR,LIQUIDS,LIQUIDS,RECKITT BENCKISER,HARPIC,HARPIC
25471,M3,N7,5,T7382,319.5,1.0,58.5,58.5,PRE-POST WASH PRODUCTS,LIQUID BLEACHES,LIQUID BLEACHES,HINDUSTAN UNILEVER LIMITED,RIN,RIN
25472,M3,N7,5,T7384,2346.0,4.0,184.0,46.0,BUTTER MARGR  (4/94),BUTTER,SALTED,G C M M F,AMUL,AMUL
25473,M3,N7,5,T7384,2346.0,2.0,20.0,10.0,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,BRITANNIA INDS,LITTLE HEARTS,LITTLE HEARTS
25474,M3,N7,5,T7384,2346.0,1.0,9.5,9.5,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,PARLE PRODS,PARLE TOP,PARLE TOP
25475,M3,N7,5,T7384,2346.0,4.0,155.0,38.75,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY CASHEW
25476,M3,N7,5,T7384,2346.0,1.0,149.0,149.0,CLEANERS - UTENSIL,TRADITIONAL,LIQUIDS,HINDUSTAN UNILEVER LIMITED,VIM,VIM
25477,M3,N7,5,T7384,2346.0,1.0,50.0,50.0,PACKAGED ATTA (1/95),SOOJI,SOOJI,SHREE BHAGWATI FLOUR,UTTAM,UTTAM
25478,M3,N7,5,T7384,2346.0,2.0,268.0,134.0,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,RECKITT BENCKISER,DETTOL,DETTOL ORIGINAL
25479,M3,N7,5,T7384,2346.0,3.0,175.5,58.5,PRE-POST WASH PRODUCTS,LIQUID BLEACHES,LIQUID BLEACHES,HINDUSTAN UNILEVER LIMITED,RIN,RIN
25480,M3,N7,5,T7384,2346.0,1.0,15.0,15.0,SPICES (03/04),PURE,CHILLY POWDER-PURE SPICES,S NARENDRA KUMAR,EVEREST,EVEREST
25481,M3,N7,5,T7384,2346.0,4.0,140.0,35.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,NUTRICHOICE,NUTRICHOICE DIGESTIVE
25482,M3,N7,5,T7384,2346.0,1.0,210.0,210.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,GIRNAR FOOD & BEVER,GIRNAR,ROYAL CUP
25483,M3,N7,5,T7384,2346.0,1.0,160.0,160.0,PACKAGED RICE (1/95),BASMATI RICE,BASMATI RICE,LT FOODS LTD,DAAWAT,DAAWAT SUPER
25484,M3,N7,5,T7384,2346.0,1.0,270.0,270.0,PACKAGED PURE GHEE,PACKAGED PURE GHEE,PACKAGED PURE GHEE,PARAG MILK FOODS PVT. LTD.,GOWARDHAN,GOWRDHAN PREMIUM
25485,M3,N7,5,T7384,2346.0,1.0,540.0,540.0,REFINED EDIBLE OILS-ALL PACKS,SUN FLOWER,SUN FLOWER,CARGILL FOODS,GEMINI,GEMINI
25486,M3,N7,5,T7385,10.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,TREAT,TREAT FRUIT CREAM
25487,M3,N7,8,T7408,229.0,1.0,120.0,120.0,REFINED EDIBLE OILS-ALL PACKS,SUN FLOWER,SUN FLOWER,GHODAWAT FOODS,STAR,STAR
25488,M3,N7,8,T7408,229.0,1.0,50.0,50.0,PACKAGED ATTA (1/95),ATTA,ATTA,I T C,AASHIRVAAD,AASHIRVAAD SUPERIOR MP
25489,M3,N7,8,T7408,229.0,1.0,31.0,31.0,SPICES (03/04),PURE,CORIANDER/DHANI-PURE SPICES,TATA CHEM,TATA SAMPANN,TATA SAMPANN
25490,M3,N7,8,T7408,229.0,1.0,28.0,28.0,SPICES (03/04),PURE,JEERA POWDER-PURE SPICES,S NARENDRA KUMAR,EVEREST,EVEREST
25491,M3,N7,8,T7409,188.0,1.0,188.0,188.0,HOME INSECTICIDES CTG  (8/93),BAITS,BAITS,GODREJ CONSUMER PRODS,HIT,HIT ANTI ROACH GEL
25492,M3,N7,8,T7410,45.0,1.0,45.0,45.0,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,NESTLE INDIA,MAGGI,MAGGI MASALA
25493,M3,N7,9,T7411,5.0,1.0,5.0,5.0,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G,PARLE-G
25494,M3,N7,9,T7414,39.0,1.0,39.0,39.0,COCONUT OIL PKTYP (08/02),BRANDED,RIGID,MARICO INDS,PARACHUTE,PARACHUTE
25495,M3,N7,9,T7415,565.0,1.0,89.0,89.0,CLEANERS - FLOOR,LIQUIDS,LIQUIDS,RECKITT BENCKISER,LIZOL,LIZOL DISINFECT FLR CLNR
25496,M3,N7,9,T7415,565.0,4.0,20.0,5.0,CLEANERS - UTENSIL,TRADITIONAL,BARS,HINDUSTAN UNILEVER LIMITED,VIM,VIM
25497,M3,N7,9,T7415,565.0,1.0,19.0,19.0,ALL IODISED SALT,POWDERED SALT,POWDERED SALT,TATA CHEM,TATA,TATA SALT
25498,M3,N7,9,T7415,565.0,1.0,67.0,67.0,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,NESTLE INDIA,MAGGI,MAGGI MASALA
25499,M3,N7,9,T7415,565.0,1.0,42.0,42.0,PACKAGED ATTA (1/95),SOOJI,SOOJI,SHREE BHAGWATI FLOUR,UTTAM,UTTAM
25500,M3,N7,9,T7415,565.0,1.0,40.0,40.0,SPICES (03/04),PURE,TURMERIC/HALDI-PURE SPICES,TATA CHEM,TATA SAMPANN,TATA SAMPANN
25501,M3,N7,9,T7415,565.0,1.0,36.0,36.0,SPICES (03/04),PURE,AMCHOOR POWDER-PURE MASALA,S NARENDRA KUMAR,EVEREST,EVEREST
25502,M3,N7,9,T7415,565.0,2.0,252.0,126.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,HINDUSTAN UNILEVER LIMITED,RED LABEL,BROOKE BOND RED LABEL NAT CARE
25503,M3,N7,9,T7416,10.0,1.0,10.0,10.0,SALTY SNACKS (2/97),GATHIA/PAPRI/RIBLON,GATHIA/PAPRI/RIBLON,CHEDDA SPECIALITY FOODS LTD,CHHEDAS,CHHEDAS
25504,M3,N7,9,T7417,1315.5,1.0,27.0,27.0,CLEANERS - UTENSIL,TRADITIONAL,BARS,JYOTHY LABORATORIES,EXO,EXO DISH WASH BAR
25505,M3,N7,9,T7417,1315.5,2.0,60.0,30.0,VERMICELLI & NOODLE,VERMICILLI,VERMICILLI,PRAYAG FOODS,PREMIUM,PREMIUM
25506,M3,N7,9,T7417,1315.5,1.0,280.0,280.0,HAIR OILS PKTP(8/02),RIGID,NSHO,BAJAJ CORP LTD.,BAJAJ ALMOND DROP,BAJAJ ALMOND DROP
25507,M3,N7,9,T7417,1315.5,1.0,58.0,58.0,SPICES (03/04),PURE,CHILLY POWDER-PURE SPICES,S NARENDRA KUMAR,EVEREST,EVEREST
25508,M3,N7,9,T7417,1315.5,1.0,38.5,38.5,CLEANERS - UTENSIL,TRADITIONAL,LIQUIDS,HINDUSTAN UNILEVER LIMITED,VIM,VIM
25509,M3,N7,9,T7417,1315.5,1.0,62.0,62.0,JAMS/JELLY/MARMALADES-CTG,JAMS,JAMS,HINDUSTAN UNILEVER LIMITED,KISSAN,KISSAN
25510,M3,N7,9,T7417,1315.5,1.0,60.0,60.0,VANASPATI CONS PACK (8/94),VANASPATI CONS PACK (8/94),VANASPATI CONS PACK (8/94),RUCHI INFRASTRUCTURE LTD,RUCHI,RUCHI NO-1
25511,M3,N7,9,T7417,1315.5,1.0,44.0,44.0,TOILET SOAPS (04/00),PREMIUM,PREMIUM,HIMALAYA DRUG,HIMALAYA BABY CARE,HIMALAYA BABY
25512,M3,N7,9,T7417,1315.5,2.0,120.0,60.0,PRE-POST WASH PRODUCTS,LIQUID BLEACHES,LIQUID BLEACHES,HINDUSTAN UNILEVER LIMITED,RIN,RIN
25513,M3,N7,9,T7417,1315.5,1.0,138.0,138.0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE DENTALCREAM,COLGATE DENTALCREAM
25514,M3,N7,9,T7417,1315.5,2.0,40.0,20.0,ALL IODISED SALT,POWDERED SALT,POWDERED SALT,TATA CHEM,TATA,TATA SALT
25515,M3,N7,9,T7417,1315.5,10.0,160.0,16.0,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,RIN,RIN ADVANCED
25516,M3,N7,9,T7417,1315.5,2.0,228.0,114.0,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,SURF,SURF EXCEL EASY WASH
25517,M3,N7,9,T7420,255.0,1.0,120.0,120.0,REFINED EDIBLE OILS-ALL PACKS,SUN FLOWER,SUN FLOWER,GHODAWAT FOODS,STAR,STAR
25518,M3,N7,9,T7420,255.0,1.0,10.0,10.0,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL ACTIVE
25519,M3,N7,9,T7420,255.0,1.0,10.0,10.0,CLEANERS - UTENSIL,TRADITIONAL,BARS,HINDUSTAN UNILEVER LIMITED,VIM,VIM EXTRA ANTI SMELL BAR
25520,M3,N7,9,T7420,255.0,2.0,54.0,27.0,TOILET SOAPS (04/00),PREMIUM,PREMIUM,WIPRO CONS PRODS,SANTOOR,SANTOOR
25521,M3,N7,9,T7420,255.0,1.0,30.0,30.0,SPICES (03/04),PURE,TURMERIC/HALDI-PURE SPICES,TATA CHEM,TATA SAMPANN,TATA SAMPANN
25522,M3,N7,9,T7420,255.0,1.0,31.0,31.0,SPICES (03/04),PURE,CORIANDER/DHANI-PURE SPICES,TATA CHEM,TATA SAMPANN,TATA SAMPANN
25523,M3,N7,10,T7424,110.0,1.0,110.0,110.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,HASMUKHRAI & CO,SOCIETY,SOCIETY LEAF
25524,M3,N7,10,T7425,107.0,1.0,107.0,107.0,SPICES (03/04),PURE,CHILLY POWDER-PURE SPICES,TATA CHEM,TATA SAMPANN,TATA SAMPANN
25525,M3,N7,10,T7426,20.0,2.0,20.0,10.0,SALTY SNACKS (2/97),BANANA CHIPS/LACHA/OTHERS,BANANA CHIPS/LACHA/OTHERS,CHHEDA SPECIALITIES FOODS PVT,CHHEDAS,CHHEDAS
25526,M3,N7,12,T7436,225.0,1.0,225.0,225.0,BUTTER MARGR  (4/94),BUTTER,SALTED,G C M M F,AMUL,AMUL
25527,M3,N7,12,T7437,62.5,2.0,40.0,20.0,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,NESTLE INDIA,MAGGI,MAGGI NUTRILICIOUS ATTA NOODLE
25528,M3,N7,12,T7437,62.5,1.0,22.5,22.5,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,NESTLE INDIA,MAGGI,MAGGI MASALA
25529,M3,N7,12,T7438,75.0,3.0,75.0,25.0,VERMICELLI & NOODLE,VERMICILLI,VERMICILLI,PRAYAG FOODS,PREMIUM,PREMIUM
25530,M3,N7,12,T7441,90.0,2.0,90.0,45.0,SPICES (03/04),BLENDED,PICKLE POWDER-OTHER MASALA,BEDEKAR,BEDEKAR,BEDEKAR
25531,M3,N7,12,T7443,9.75,1.0,9.75,9.75,CHOCOLATE,COUNT,COUNT,MONDELEZ INTERNATIONAL,5 STAR,5 STAR
25532,M3,N7,12,T7444,46.0,1.0,46.0,46.0,DIAPERS       (8/93),DIAPERS       (8/93),DIAPERS       (8/93),PROCTER & GAMBLE,PAMPERS,PAMPERS BABY DRY PANTS
25533,M3,N7,13,T7446,133.0,2.0,38.0,19.0,ALL IODISED SALT,POWDERED SALT,POWDERED SALT,TATA CHEM,TATA,TATA SALT
25534,M3,N7,13,T7446,133.0,1.0,75.0,75.0,SPICES (03/04),PURE,ASOFOETIDA/HING-PURE MASALA,S NARENDRA KUMAR,EVEREST,EVEREST
25535,M3,N7,13,T7446,133.0,1.0,20.0,20.0,SPICES (03/04),PURE,TURMERIC/HALDI-PURE SPICES,TATA CHEM,TATA SAMPANN,TATA SAMPANN
